det(intake-3, The-1)
dep(Glyburide-1, has-4)
neg(interaction-8, no-5)
amod(interaction-8, apparent-6)
amod(interaction-8, pharmacokinetic-7)
dobj(has-4, interaction-8)
advmod(administered-10, when-9)
advcl(has-4, administered-10)
case(glyburide-12, with-11)
nmod(administered-10, glyburide-12)
punct(Glyburide-1, .-13)

root(ROOT-0, Lithium-1)
punct(Lithium-1, :-2)
nsubj(produced-5, NSAIDs-3)
aux(produced-5, have-4)
appos(Lithium-1, produced-5)
det(elevation-7, an-6)
dobj(produced-5, elevation-7)
case(levels-11, of-8)
compound(levels-11, plasma-9)
compound(levels-11, lithium-10)
nmod(elevation-7, levels-11)
cc(elevation-7, and-12)
det(reduction-14, a-13)
conj(elevation-7, reduction-14)
case(clearance-18, in-15)
amod(clearance-18, renal-16)
compound(clearance-18, lithium-17)
nmod(reduction-14, clearance-18)
punct(Lithium-1, .-19)

det(concentration-5, The-1)
compound(concentration-5, mean-2)
amod(concentration-5, minimum-3)
compound(concentration-5, lithium-4)
nsubj(increased-6, concentration-5)
root(ROOT-0, increased-6)
nummod(%-8, 15-7)
dobj(increased-6, %-8)
cc(increased-6, and-9)
det(clearance-12, the-10)
amod(clearance-12, renal-11)
nsubjpass(decreased-14, clearance-12)
auxpass(decreased-14, was-13)
conj(increased-6, decreased-14)
case(%-18, by-15)
advmod(20-17, approximately-16)
nummod(%-18, 20-17)
nmod(decreased-14, %-18)
punct(increased-6, .-19)

det(effects-2, These-1)
nsubjpass(attributed-5, effects-2)
aux(attributed-5, have-3)
auxpass(attributed-5, been-4)
root(ROOT-0, attributed-5)
case(inhibition-7, to-6)
nmod(attributed-5, inhibition-7)
case(synthesis-11, of-8)
amod(synthesis-11, renal-9)
compound(synthesis-11, prostaglandin-10)
nmod(inhibition-7, synthesis-11)
case(NSAID-14, by-12)
det(NSAID-14, the-13)
nmod(inhibition-7, NSAID-14)
punct(attributed-5, .-15)

advmod(observed-14, Thus-1)
punct(observed-14, ,-2)
advmod(administered-8, when-3)
nsubjpass(administered-8, NSAIDs-4)
cc(NSAIDs-4, and-5)
conj(NSAIDs-4, lithium-6)
auxpass(administered-8, are-7)
advcl(observed-14, administered-8)
advmod(administered-8, concurrently-9)
punct(observed-14, ,-10)
nsubjpass(observed-14, subjects-11)
aux(observed-14, should-12)
auxpass(observed-14, be-13)
root(ROOT-0, observed-14)
advmod(observed-14, carefully-15)
case(signs-17, for-16)
nmod(observed-14, signs-17)
case(toxicity-20, of-18)
compound(toxicity-20, lithium-19)
nmod(signs-17, toxicity-20)
punct(observed-14, .-21)

root(ROOT-0, Phenylbutazone-1)
punct(Phenylbutazone-1, :-2)
nsubj(causes-4, Phenylbutazone-3)
dep(Phenylbutazone-1, causes-4)
dobj(causes-4, increase-5)
punct(%-10, -LRB--6)
case(%-10, by-7)
advmod(80-9, about-8)
nummod(%-10, 80-9)
dep(causes-4, %-10)
punct(%-10, -RRB--11)
case(fraction-15, in-12)
det(fraction-15, the-13)
amod(fraction-15, free-14)
nmod(causes-4, fraction-15)
case(etodolac-17, of-16)
nmod(fraction-15, etodolac-17)
punct(Phenylbutazone-1, .-18)

mark(done-8, Although-1)
amod(studies-4, in-2)
dep(in-2, vivo-3)
nsubjpass(done-8, studies-4)
aux(done-8, have-5)
neg(done-8, not-6)
auxpass(done-8, been-7)
advcl(recommended-24, done-8)
mark(see-10, to-9)
xcomp(done-8, see-10)
mark(changed-15, if-11)
compound(clearance-13, etodolac-12)
nsubjpass(changed-15, clearance-13)
auxpass(changed-15, is-14)
advcl(see-10, changed-15)
case(coadministration-17, by-16)
nmod(changed-15, coadministration-17)
case(phenylbutazone-19, of-18)
nmod(coadministration-17, phenylbutazone-19)
punct(recommended-24, ,-20)
nsubjpass(recommended-24, it-21)
auxpass(recommended-24, is-22)
neg(recommended-24, not-23)
root(ROOT-0, recommended-24)
mark(coadministered-28, that-25)
nsubjpass(coadministered-28, they-26)
auxpass(coadministered-28, be-27)
ccomp(recommended-24, coadministered-28)
punct(recommended-24, .-29)

root(ROOT-0, Phenytoin-1)
punct(Phenytoin-1, :-2)
nsubj(has-4, Etodolac-3)
dep(Phenytoin-1, has-4)
neg(interaction-8, no-5)
amod(interaction-8, apparent-6)
amod(interaction-8, pharmacokinetic-7)
dobj(has-4, interaction-8)
advmod(administered-10, when-9)
advcl(has-4, administered-10)
case(phenytoin-12, with-11)
nmod(administered-10, phenytoin-12)
punct(Phenytoin-1, .-13)

root(ROOT-0, Warfarin-1)
punct(Warfarin-1, :-2)
det(effects-4, The-3)
nsubj(synergistic-13, effects-4)
case(warfarin-6, of-5)
nmod(effects-4, warfarin-6)
cc(warfarin-6, and-7)
conj(warfarin-6, NSAIDs-8)
case(bleeding-11, on-9)
compound(bleeding-11, GI-10)
nmod(effects-4, bleeding-11)
cop(synergistic-13, are-12)
dep(Warfarin-1, synergistic-13)
punct(synergistic-13, ,-14)
dep(have-22, such-15)
mark(have-22, that-16)
nsubj(have-22, users-17)
case(drugs-20, of-18)
det(drugs-20, both-19)
nmod(users-17, drugs-20)
advmod(have-22, together-21)
advcl(synergistic-13, have-22)
det(risk-24, a-23)
dobj(have-22, risk-24)
case(GI-27, of-25)
amod(GI-27, serious-26)
nmod(risk-24, GI-27)
acl(risk-24, bleeding-28)
advmod(bleeding-28, higher-29)
case(that-31, than-30)
nmod(higher-29, that-31)
case(users-33, of-32)
nmod(that-31, users-33)
case(drug-36, of-34)
det(drug-36, either-35)
nmod(users-33, drug-36)
advmod(drug-36, alone-37)
punct(Warfarin-1, .-38)

amod(studies-5, Short-1)
punct(studies-5, --2)
compound(studies-5, term-3)
amod(studies-5, pharmacokinetic-4)
nsubj(demonstrated-7, studies-5)
aux(demonstrated-7, have-6)
root(ROOT-0, demonstrated-7)
mark(results-21, that-8)
amod(administration-10, concomitant-9)
nsubj(results-21, administration-10)
case(warfarin-12, of-11)
nmod(administration-10, warfarin-12)
cc(warfarin-12, and-13)
conj(warfarin-12, Lodine-14)
punct(capsules-17, -LRB--15)
compound(capsules-17, etodolac-16)
dep(warfarin-12, capsules-17)
cc(capsules-17, and-18)
conj(capsules-17, tablets-19)
punct(capsules-17, -RRB--20)
ccomp(demonstrated-7, results-21)
case(binding-25, in-22)
amod(binding-25, reduced-23)
compound(binding-25, protein-24)
nmod(results-21, binding-25)
case(warfarin-27, of-26)
nmod(binding-25, warfarin-27)
punct(demonstrated-7, ,-28)
cc(demonstrated-7, but-29)
expl(was-31, there-30)
conj(demonstrated-7, was-31)
neg(change-33, no-32)
nsubj(was-31, change-33)
case(clearance-36, in-34)
det(clearance-36, the-35)
nmod(was-31, clearance-36)
case(warfarin-39, of-37)
amod(warfarin-39, free-38)
nmod(clearance-36, warfarin-39)
punct(demonstrated-7, .-40)

expl(was-2, There-1)
root(ROOT-0, was-2)
neg(difference-5, no-3)
amod(difference-5, significant-4)
nsubj(was-2, difference-5)
case(effect-9, in-6)
det(effect-9, the-7)
amod(effect-9, pharmacodynamic-8)
nmod(was-2, effect-9)
case(warfarin-11, of-10)
nmod(effect-9, warfarin-11)
acl(warfarin-11, administered-12)
advmod(administered-12, alone-13)
cc(warfarin-11, and-14)
conj(warfarin-11, warfarin-15)
acl(warfarin-15, administered-16)
case(Lodine-18, with-17)
nmod(administered-16, Lodine-18)
mark(measured-20, as-19)
advcl(administered-16, measured-20)
case(time-23, by-21)
compound(time-23, prothrombin-22)
nmod(measured-20, time-23)
punct(was-2, .-24)

advmod(require-11, Thus-1)
punct(require-11, ,-2)
amod(therapy-4, concomitant-3)
nsubj(require-11, therapy-4)
case(warfarin-6, with-5)
nmod(therapy-4, warfarin-6)
cc(warfarin-6, and-7)
conj(warfarin-6, Lodine-8)
aux(require-11, should-9)
neg(require-11, not-10)
root(ROOT-0, require-11)
compound(adjustment-13, dosage-12)
dobj(require-11, adjustment-13)
case(drug-16, of-14)
det(drug-16, either-15)
nmod(adjustment-13, drug-16)
punct(require-11, .-17)

advmod(exercised-6, However-1)
punct(exercised-6, ,-2)
nsubjpass(exercised-6, caution-3)
aux(exercised-6, should-4)
auxpass(exercised-6, be-5)
root(ROOT-0, exercised-6)
mark(reports-14, because-7)
expl(reports-14, there-8)
aux(reports-14, have-9)
cop(reports-14, been-10)
det(reports-14, a-11)
amod(reports-14, few-12)
amod(reports-14, spontaneous-13)
advcl(exercised-6, reports-14)
case(times-18, of-15)
amod(times-18, prolonged-16)
compound(times-18, prothrombin-17)
nmod(reports-14, times-18)
punct(reports-14, ,-19)
nmod(bleeding-23, with-20)
cc(with-20, or-21)
conj(with-20, without-22)
nmod(reports-14, bleeding-23)
punct(reports-14, ,-24)
case(etodolac-26, in-25)
nmod(reports-14, etodolac-26)
punct(reports-14, --27)
amod(patients-29, treated-28)
dep(reports-14, patients-29)
acl(patients-29, receiving-30)
amod(therapy-33, concomitant-31)
compound(therapy-33, warfarin-32)
dobj(receiving-30, therapy-33)
punct(exercised-6, .-34)

compound(Interactions-5, Drug-1)
punct(Interactions-5, /-2)
compound(Interactions-5, Laboratory-3)
compound(Interactions-5, Test-4)
root(ROOT-0, Interactions-5)
det(urine-7, The-6)
nsubj(give-14, urine-7)
case(patients-9, of-8)
nmod(urine-7, patients-9)
nsubj(take-11, who-10)
acl:relcl(patients-9, take-11)
dobj(take-11, Lodine-12)
aux(give-14, can-13)
acl:relcl(Interactions-5, give-14)
det(reaction-19, a-15)
amod(reaction-19, false-16)
punct(reaction-19, --17)
amod(reaction-19, positive-18)
dobj(give-14, reaction-19)
case(bilirubin-22, for-20)
amod(bilirubin-22, urinary-21)
nmod(reaction-19, bilirubin-22)
punct(urobilin-24, -LRB--23)
appos(bilirubin-22, urobilin-24)
punct(urobilin-24, -RRB--25)
case(presence-29, due-26)
mwe(due-26, to-27)
det(presence-29, the-28)
nmod(give-14, presence-29)
case(metabolites-32, of-30)
amod(metabolites-32, phenolic-31)
nmod(presence-29, metabolites-32)
case(etodolac-34, of-33)
nmod(metabolites-32, etodolac-34)
punct(Interactions-5, .-35)

amod(dip-2, Diagnostic-1)
nsubj(resulted-16, dip-2)
punct(dip-2, --3)
compound(methodology-5, stick-4)
dep(dip-2, methodology-5)
punct(dip-2, ,-6)
acl(dip-2, used-7)
mark(detect-9, to-8)
xcomp(used-7, detect-9)
compound(bodies-11, ketone-10)
dobj(detect-9, bodies-11)
case(urine-13, in-12)
nmod(detect-9, urine-13)
punct(dip-2, ,-14)
aux(resulted-16, has-15)
root(ROOT-0, resulted-16)
case(findings-21, in-17)
amod(findings-21, false-18)
punct(findings-21, --19)
amod(findings-21, positive-20)
nmod(resulted-16, findings-21)
case(patients-24, in-22)
det(patients-24, some-23)
nmod(findings-21, patients-24)
acl(patients-24, treated-25)
case(Lodine-27, with-26)
nmod(treated-25, Lodine-27)
punct(resulted-16, .-28)

advmod(associated-8, Generally-1)
punct(associated-8, ,-2)
det(phenomenon-4, this-3)
nsubjpass(associated-8, phenomenon-4)
aux(associated-8, has-5)
neg(associated-8, not-6)
auxpass(associated-8, been-7)
root(ROOT-0, associated-8)
case(events-13, with-9)
amod(events-13, other-10)
advmod(significant-12, clinically-11)
amod(events-13, significant-12)
nmod(associated-8, events-13)
punct(associated-8, .-14)

neg(relationship-3, No-1)
compound(relationship-3, dose-2)
nsubjpass(observed-6, relationship-3)
aux(observed-6, has-4)
auxpass(observed-6, been-5)
root(ROOT-0, observed-6)
punct(observed-6, .-7)

compound(treatment-2, Lodine-1)
nsubjpass(associated-4, treatment-2)
auxpass(associated-4, is-3)
root(ROOT-0, associated-4)
case(decrease-8, with-5)
det(decrease-8, a-6)
amod(decrease-8, small-7)
nmod(associated-4, decrease-8)
case(levels-13, in-9)
compound(levels-13, serum-10)
amod(levels-13, uric-11)
compound(levels-13, acid-12)
nmod(decrease-8, levels-13)
punct(associated-4, .-14)

case(trials-3, In-1)
amod(trials-3, clinical-2)
nmod(mean-5, trials-3)
punct(mean-5, ,-4)
root(ROOT-0, mean-5)
nsubjpass(observed-15, decreases-6)
case(mg-11, of-7)
compound(2-10, 1-8)
dep(2-10, to-9)
nummod(mg-11, 2-10)
nmod(decreases-6, mg-11)
punct(mg-11, /-12)
dep(mg-11, dL-13)
auxpass(observed-15, were-14)
ccomp(mean-5, observed-15)
case(patients-18, in-16)
amod(patients-18, arthritic-17)
nmod(observed-15, patients-18)
acl(patients-18, receiving-19)
dobj(receiving-19, etodolac-20)
punct(mg-23, -LRB--21)
nummod(mg-23, 600-22)
dep(etodolac-20, mg-23)
dep(mg-23, to-24)
nummod(mg-26, 1000-25)
dep(mg-23, mg-26)
punct(mg-23, /-27)
dep(mg-23, day-28)
punct(mg-23, -RRB--29)
case(weeks-32, after-30)
nummod(weeks-32, 4-31)
nmod(observed-15, weeks-32)
case(therapy-34, of-33)
nmod(weeks-32, therapy-34)
punct(mean-5, .-35)

det(levels-2, These-1)
nsubj(remained-4, levels-2)
advmod(remained-4, then-3)
root(ROOT-0, remained-4)
xcomp(remained-4, stable-5)
case(year-10, for-6)
dep(1-9, up-7)
mwe(up-7, to-8)
nummod(year-10, 1-9)
nmod(stable-5, year-10)
case(therapy-12, of-11)
nmod(year-10, therapy-12)
punct(remained-4, .-13)

csubjpass(explored-13, fucking-1)
amod(Drug-4, empty-2)
compound(Drug-4, sentence-3)
dobj(fucking-1, Drug-4)
punct(Drug-4, --5)
compound(interactions-7, drug-6)
dep(Drug-4, interactions-7)
case(Mefloquine-9, with-8)
nmod(interactions-7, Mefloquine-9)
aux(explored-13, have-10)
neg(explored-13, not-11)
auxpass(explored-13, been-12)
root(ROOT-0, explored-13)
case(detail-15, in-14)
nmod(explored-13, detail-15)
punct(explored-13, .-16)

expl(is-2, There-1)
root(ROOT-0, is-2)
nummod(report-4, one-3)
nsubj(is-2, report-4)
case(arrest-7, of-5)
amod(arrest-7, cardiopulmonary-6)
nmod(report-4, arrest-7)
punct(report-4, ,-8)
case(recovery-11, with-9)
amod(recovery-11, full-10)
nmod(report-4, recovery-11)
punct(report-4, ,-12)
case(patient-15, in-13)
det(patient-15, a-14)
nmod(report-4, patient-15)
nsubj(taking-18, who-16)
aux(taking-18, was-17)
acl:relcl(patient-15, taking-18)
det(blocker-21, a-19)
compound(blocker-21, beta-20)
dobj(taking-18, blocker-21)
punct(propranolol-23, -LRB--22)
appos(blocker-21, propranolol-23)
punct(propranolol-23, -RRB--24)
punct(is-2, .-25)

det(effects-2, The-1)
nsubjpass(evaluated-13, effects-2)
case(Mefloquineuine-4, of-3)
nmod(effects-2, Mefloquineuine-4)
case(system-9, on-5)
det(system-9, the-6)
amod(system-9, compromised-7)
amod(system-9, cardiovascular-8)
nmod(effects-2, system-9)
aux(evaluated-13, have-10)
neg(evaluated-13, not-11)
auxpass(evaluated-13, been-12)
root(ROOT-0, evaluated-13)
punct(evaluated-13, .-14)

det(benefits-2, The-1)
nsubjpass(weighed-8, benefits-2)
case(therapy-5, of-3)
compound(therapy-5, Mefloquine-4)
nmod(benefits-2, therapy-5)
aux(weighed-8, should-6)
auxpass(weighed-8, be-7)
root(ROOT-0, weighed-8)
case(possibility-11, against-9)
det(possibility-11, the-10)
nmod(weighed-8, possibility-11)
case(effects-14, of-12)
amod(effects-14, adverse-13)
nmod(possibility-11, effects-14)
case(patients-16, in-15)
nmod(effects-14, patients-16)
case(disease-19, with-17)
amod(disease-19, cardiac-18)
nmod(patients-16, disease-19)
punct(weighed-8, .-20)

case(danger-4, Because-1)
mwe(Because-1, of-2)
det(danger-4, the-3)
nmod(given-19, danger-4)
case(prolongation-9, of-5)
det(prolongation-9, a-6)
advmod(fatal-8, potentially-7)
amod(prolongation-9, fatal-8)
nmod(danger-4, prolongation-9)
case(interval-13, of-10)
det(interval-13, the-11)
compound(interval-13, QTc-12)
nmod(prolongation-9, interval-13)
punct(given-19, ,-14)
nsubjpass(given-19, halofantrine-15)
aux(given-19, must-16)
neg(given-19, not-17)
auxpass(given-19, be-18)
root(ROOT-0, given-19)
advmod(given-19, simultaneously-20)
dep(given-19, with-21)
cc(with-21, or-22)
conj(with-21, subsequent-23)
case(Mefloquine-25, to-24)
nmod(subsequent-23, Mefloquine-25)
punct(given-19, .-26)

amod(administration-2, Concomitant-1)
nsubj(produce-19, administration-2)
case(Mefloquine-4, of-3)
nmod(administration-2, Mefloquine-4)
cc(Mefloquine-4, and-5)
amod(compounds-8, other-6)
amod(compounds-8, related-7)
conj(Mefloquine-4, compounds-8)
punct(quinine-12, -LRB--9)
compound(quinine-12, eg-10)
punct(quinine-12, ,-11)
dep(compounds-8, quinine-12)
punct(quinine-12, ,-13)
conj(quinine-12, quinidine-14)
cc(quinine-12, and-15)
conj(quinine-12, chloroquine-16)
punct(quinine-12, -RRB--17)
aux(produce-19, may-18)
root(ROOT-0, produce-19)
amod(abnormalities-21, electrocardiographic-20)
dobj(produce-19, abnormalities-21)
cc(produce-19, and-22)
conj(produce-19, increase-23)
det(risk-25, the-24)
dobj(increase-23, risk-25)
case(convulsions-27, of-26)
nmod(risk-25, convulsions-27)
punct(produce-19, .-28)

mark(are-4, If-1)
det(drugs-3, these-2)
nsubj(are-4, drugs-3)
advcl(delayed-20, are-4)
mark(used-7, to-5)
auxpass(used-7, be-6)
xcomp(are-4, used-7)
case(treatment-11, in-8)
det(treatment-11, the-9)
amod(treatment-11, initial-10)
nmod(used-7, treatment-11)
case(malaria-14, of-12)
amod(malaria-14, severe-13)
nmod(treatment-11, malaria-14)
punct(delayed-20, ,-15)
compound(administration-17, Mefloquine-16)
nsubjpass(delayed-20, administration-17)
aux(delayed-20, should-18)
auxpass(delayed-20, be-19)
root(ROOT-0, delayed-20)
case(least-22, at-21)
nmod:npmod(12-23, least-22)
nummod(hours-24, 12-23)
dobj(delayed-20, hours-24)
case(dose-28, after-25)
det(dose-28, the-26)
amod(dose-28, last-27)
nmod(delayed-20, dose-28)
punct(delayed-20, .-29)

expl(is-2, There-1)
root(ROOT-0, is-2)
nsubj(is-2, evidence-3)
mark(causes-11, that-4)
det(use-6, the-5)
nsubj(causes-11, use-6)
case(halofantrine-8, of-7)
nmod(use-6, halofantrine-8)
case(Mefloquineuine-10, after-9)
nmod(use-6, Mefloquineuine-10)
ccomp(evidence-3, causes-11)
det(lengthening-14, a-12)
amod(lengthening-14, significant-13)
dobj(causes-11, lengthening-14)
case(interval-18, of-15)
det(interval-18, the-16)
compound(interval-18, QTc-17)
nmod(lengthening-14, interval-18)
punct(is-2, .-19)

advmod(significant-2, Clinically-1)
amod(prolongation-4, significant-2)
compound(prolongation-4, QTc-3)
nsubjpass(found-8, prolongation-4)
aux(found-8, has-5)
neg(found-8, not-6)
auxpass(found-8, been-7)
root(ROOT-0, found-8)
case(Mefloquineuine-10, with-9)
nmod(found-8, Mefloquineuine-10)
advmod(Mefloquineuine-10, alone-11)
punct(found-8, .-12)

nsubj(appears-2, This-1)
root(ROOT-0, appears-2)
mark(interaction-9, to-3)
cop(interaction-9, be-4)
det(interaction-9, the-5)
amod(interaction-9, only-6)
advmod(relevant-8, clinically-7)
amod(interaction-9, relevant-8)
xcomp(appears-2, interaction-9)
case(kind-12, of-10)
det(kind-12, this-11)
nmod(interaction-9, kind-12)
case(Mefloquine-14, with-13)
nmod(interaction-9, Mefloquine-14)
punct(interaction-9, ,-15)
case(theoretically-17, although-16)
nmod(contribute-59, theoretically-17)
punct(contribute-59, ,-18)
nsubj(contribute-59, coadministration-19)
case(drugs-22, of-20)
amod(drugs-22, other-21)
nmod(coadministration-19, drugs-22)
acl(drugs-22, known-23)
mark(alter-25, to-24)
xcomp(known-23, alter-25)
amod(conduction-27, cardiac-26)
dobj(alter-25, conduction-27)
punct(anti-31, -LRB--28)
advmod(anti-31, eg-29)
punct(anti-31, ,-30)
dep(conduction-27, anti-31)
punct(anti-31, --32)
dep(anti-31, arrhythmic-33)
cc(arrhythmic-33, or-34)
conj(arrhythmic-33, beta-35)
punct(anti-31, --36)
amod(agents-39, adrenergic-37)
amod(agents-39, blocking-38)
dep(anti-31, agents-39)
punct(agents-39, ,-40)
compound(blockers-43, calcium-41)
compound(blockers-43, channel-42)
conj(agents-39, blockers-43)
punct(agents-39, ,-44)
conj(agents-39, antihistamines-45)
cc(agents-39, or-46)
conj(agents-39, H1-47)
punct(anti-31, --48)
amod(agents-50, blocking-49)
dep(anti-31, agents-50)
punct(agents-50, ,-51)
amod(antidepressants-53, tricyclic-52)
conj(agents-50, antidepressants-53)
cc(agents-50, and-54)
conj(agents-50, phenothiazines-55)
punct(anti-31, -RRB--56)
aux(contribute-59, might-57)
advmod(contribute-59, also-58)
acl:relcl(interaction-9, contribute-59)
case(prolongation-62, to-60)
det(prolongation-62, a-61)
nmod(contribute-59, prolongation-62)
case(interval-66, of-63)
det(interval-66, the-64)
compound(interval-66, QTc-65)
nmod(prolongation-62, interval-66)
punct(appears-2, .-67)

expl(are-2, There-1)
root(ROOT-0, are-2)
neg(data-4, no-3)
nsubj(are-2, data-4)
nsubj(establish-7, that-5)
advmod(establish-7, conclusively-6)
acl:relcl(data-4, establish-7)
mark(has-19, whether-8)
det(administration-11, the-9)
amod(administration-11, concomitant-10)
nsubj(has-19, administration-11)
case(Mefloquineuine-13, of-12)
nmod(administration-11, Mefloquineuine-13)
cc(Mefloquineuine-13, and-14)
det(agents-18, the-15)
amod(agents-18, above-16)
amod(agents-18, listed-17)
conj(Mefloquineuine-13, agents-18)
ccomp(establish-7, has-19)
det(effect-21, an-20)
dobj(has-19, effect-21)
case(function-24, on-22)
amod(function-24, cardiac-23)
nmod(effect-21, function-24)
punct(are-2, .-25)

case(patients-2, In-1)
nmod(reduce-25, patients-2)
acl(patients-2, taking-3)
det(acid-10, an-4)
amod(acid-10, anticonvulsant-5)
punct(acid-10, -LRB--6)
compound(acid-10, eg-7)
punct(acid-10, ,-8)
amod(acid-10, valproic-9)
dobj(taking-3, acid-10)
